"_v [cm]","Freq [GHz]","_u []","im(NearEX) [V_per_meter]"
-17.25,2.4,-0.5175,0.516754878654395
-17.25,2.4,-0.51,0.64894362319376
-17.25,2.4,-0.5025,0.707345193641947
-17.25,2.4,-0.495,0.680116383521471
-17.25,2.4,-0.4875,0.565356868491595
-17.25,2.4,-0.48,0.371876017883616
-17.25,2.4,-0.4725,0.118693451328573
-17.25,2.4,-0.465,-0.166723256877387
-17.25,2.4,-0.4575,-0.451920300275353
-17.25,2.4,-0.45,-0.700495128146125
-17.25,2.4,-0.4425,-0.880531456636643
-17.25,2.4,-0.435,-0.965580072692068
-17.25,2.4,-0.4275,-0.938933057323655
-17.25,2.4,-0.42,-0.796147345945113
-17.25,2.4,-0.4125,-0.546259263558679
-17.25,2.4,-0.405,-0.211491223872762
-17.25,2.4,-0.3975,0.174581681162874
-17.25,2.4,-0.39,0.570261844694502
-17.25,2.4,-0.3825,0.930047938099236
-17.25,2.4,-0.375,1.20959945162034
-17.25,2.4,-0.3675,1.37290248900539
-17.25,2.4,-0.36,1.38813165484313
-17.25,2.4,-0.3525,1.24483294575394
-17.25,2.4,-0.345,0.947154168070481
-17.25,2.4,-0.3375,0.516516571794928
-17.25,2.4,-0.33,-0.00974128350425831
-17.25,2.4,-0.3225,-0.581486747041873
-17.25,2.4,-0.315,-1.14041310755055
-17.25,2.4,-0.3075,-1.62571925768794
-17.25,2.4,-0.3,-1.98028867103725
-17.25,2.4,-0.2925,-2.15674184396256
-17.25,2.4,-0.285,-2.12273610407805
-17.25,2.4,-0.2775,-1.86495232264682
-17.25,2.4,-0.27,-1.39142376340294
-17.25,2.4,-0.2625,-0.731251623002407
-17.25,2.4,-0.255,0.0665399351612067
-17.25,2.4,-0.2475,0.936990648562175
-17.25,2.4,-0.24,1.80461184746574
-17.25,2.4,-0.2325,2.58987607623015
-17.25,2.4,-0.225,3.21620776452784
-17.25,2.4,-0.2175,3.61681919583283
-17.25,2.4,-0.21,3.74075296913913
-17.25,2.4,-0.2025,3.5575724000229
-17.25,2.4,-0.195,3.06027575550703
-17.25,2.4,-0.1875,2.266184271831
-17.25,2.4,-0.18,1.2150197658404
-17.25,2.4,-0.1725,-0.0309981352440825
-17.25,2.4,-0.165,-1.39737660261946
-17.25,2.4,-0.1575,-2.79923946518371
-17.25,2.4,-0.15,-4.14889755188076
-17.25,2.4,-0.1425,-5.36237528080347
-17.25,2.4,-0.135,-6.36539537811045
-17.25,2.4,-0.1275,-7.09833543469036
-17.25,2.4,-0.12,-7.5197895619041
-17.25,2.4,-0.1125,-7.6085171882188
-17.25,2.4,-0.105,-7.36372256542534
-17.25,2.4,-0.0975,-6.80376578935121
-17.25,2.4,-0.09,-5.96354333642247
-17.25,2.4,-0.0825,-4.89124529065495
-17.25,2.4,-0.075,-3.6429966212559
-17.25,2.4,-0.0675,-2.28003113094017
-17.25,2.4,-0.06,-0.863566255412135
-17.25,2.4,-0.0525,0.548467691101465
-17.25,2.4,-0.045,1.90416534433483
-17.25,2.4,-0.0375,3.15945046373711
-17.25,2.4,-0.03,4.2789325150345
-17.25,2.4,-0.0225,5.23590559778365
-17.25,2.4,-0.015,6.01166344313246
-17.25,2.4,-0.0075,6.59436016039787
-17.25,2.4,0,6.97767036973609
-17.25,2.4,0.0075,7.15820827545764
-17.25,2.4,0.015,7.13944396586695
-17.25,2.4,0.0225,6.9239053508252
-17.25,2.4,0.03,6.51757361847656
-17.25,2.4,0.0375,5.92908467373919
-17.25,2.4,0.045,5.17039531360956
-17.25,2.4,0.0525,4.25767362938746
-17.25,2.4,0.06,3.21221858005338
-17.25,2.4,0.0675,2.06119456496215
-17.25,2.4,0.075,0.837975110066218
-17.25,2.4,0.0825,-0.418075104346662
-17.25,2.4,0.09,-1.66249218189644
-17.25,2.4,0.0975,-2.84731548445152
-17.25,2.4,0.105,-3.92336928112035
-17.25,2.4,0.1125,-4.84297030623609
-17.25,2.4,0.12,-5.56300671135622
-17.25,2.4,0.1275,-6.04837938123024
-17.25,2.4,0.135,-6.27478226256495
-17.25,2.4,0.1425,-6.23109507839885
-17.25,2.4,0.15,-5.92096926183438
-17.25,2.4,0.1575,-5.36339853260338
-17.25,2.4,0.165,-4.59214913561993
-17.25,2.4,0.1725,-3.65402501333825
-17.25,2.4,0.18,-2.60605048841899
-17.25,2.4,0.1875,-1.51175683226211
-17.25,2.4,0.195,-0.437186534647981
-17.25,2.4,0.2025,0.555178706491202
-17.25,2.4,0.21,1.40858118976191
-17.25,2.4,0.2175,2.07765743183998
-17.25,2.4,0.225,2.53121090113979
-17.25,2.4,0.2325,2.75429764938408
-17.25,2.4,0.24,2.74901672947575
-17.25,2.4,0.2475,2.53393229425346
-17.25,2.4,0.255,2.14217504160935
-17.25,2.4,0.2625,1.6183882544042
-17.25,2.4,0.27,1.01478690913703
-17.25,2.4,0.2775,0.386677305774198
-17.25,2.4,0.285,-0.212168229102647
-17.25,2.4,0.2925,-0.733633641226183
-17.25,2.4,0.3,-1.13988619074679
-17.25,2.4,0.3075,-1.40491344140501
-17.25,2.4,0.315,-1.51687033321775
-17.25,2.4,0.3225,-1.47820393799731
-17.25,2.4,0.33,-1.30466452008069
-17.25,2.4,0.3375,-1.02315884411176
-17.25,2.4,0.345,-0.668679109631348
-17.25,2.4,0.3525,-0.280622597392684
-17.25,2.4,0.36,0.101132764097651
-17.25,2.4,0.3675,0.440017732732501
-17.25,2.4,0.375,0.706069939199251
-17.25,2.4,0.3825,0.878871657118307
-17.25,2.4,0.39,0.947438438831042
-17.25,2.4,0.3975,0.912821171850259
-17.25,2.4,0.405,0.78610680062674
-17.25,2.4,0.4125,0.586996107391187
-17.25,2.4,0.42,0.341321198625341
-17.25,2.4,0.4275,0.0780635624844058
-17.25,2.4,0.435,-0.173803509064035
-17.25,2.4,0.4425,-0.38831734899784
-17.25,2.4,0.45,-0.545069784874647
-17.25,2.4,0.4575,-0.631047186785278
-17.25,2.4,0.465,-0.641603573832237
-17.25,2.4,0.4725,-0.58050059051505
-17.25,2.4,0.48,-0.459109138537664
-17.25,2.4,0.4875,-0.294483781279998
-17.25,2.4,0.495,-0.107702773865922
-17.25,2.4,0.5025,0.0790172211340114
-17.25,2.4,0.51,0.244726057765718
-17.25,2.4,0.5175,0.371994151770193
-17.25,2.4,0.525,0.448672754476445
-17.25,2.4,0.5325,0.468986201378893
-17.25,2.4,0.54,0.433862177619557
-17.25,2.4,0.5475,0.350494265809676
-17.25,2.4,0.555,0.231217135392484
-17.25,2.4,0.5625,0.0918491024190727
-17.25,2.4,0.57,-0.0503115727543839
-17.25,2.4,0.5775,-0.178469274281736
-17.25,2.4,0.585,-0.278353790897968
-17.25,2.4,0.5925,-0.339692350449856
-17.25,2.4,0.6,-0.357239703265383
-17.25,2.4,0.6075,-0.331162133754697
-17.25,2.4,0.615,-0.266773174829943
-17.25,2.4,0.6225,-0.173676829595223
-17.25,2.4,0.63,-0.0644413457624623
-17.25,2.4,0.6375,0.0470226642899356
-17.25,2.4,0.645,0.147177197370152
-17.25,2.4,0.6525,0.224458348400853
-17.25,2.4,0.66,0.270578249577398
-17.25,2.4,0.6675,0.281383328291515
-17.25,2.4,0.675,0.257182527932799
-17.25,2.4,0.6825,0.202525429576124
-17.25,2.4,0.69,0.125476866787589
-17.25,2.4,0.6975,0.0364936432652621
-17.25,2.4,0.705,-0.052946535924693
-17.25,2.4,0.7125,-0.131788783281276
-17.25,2.4,0.72,-0.190739194942261
-17.25,2.4,0.7275,-0.223337915176044
-17.25,2.4,0.735,-0.226645058116721
-17.25,2.4,0.7425,-0.201468716776093
-17.25,2.4,0.75,-0.152122684115177
-16.5,2.4,-0.75,0.185184353067092
-16.5,2.4,-0.7425,0.0978101743478815
-16.5,2.4,-0.735,-0.00666822055689854
-16.5,2.4,-0.7275,-0.114989839704935
-16.5,2.4,-0.72,-0.212814040782411
-16.5,2.4,-0.7125,-0.286581348234398
-16.5,2.4,-0.705,-0.325345546314494
-16.5,2.4,-0.6975,-0.322334571967815
-16.5,2.4,-0.69,-0.276024324132221
-16.5,2.4,-0.6825,-0.190565266295348
-16.5,2.4,-0.675,-0.0754803475839034
-16.5,2.4,-0.6675,0.055355149645715
-16.5,2.4,-0.66,0.185347210858326
-16.5,2.4,-0.6525,0.297070876799111
-16.5,2.4,-0.645,0.375173853789081
-16.5,2.4,-0.6375,0.407537044324759
-16.5,2.4,-0.63,0.387608596002274
-16.5,2.4,-0.6225,0.315368003908201
-16.5,2.4,-0.615,0.197631489979643
-16.5,2.4,-0.6075,0.0474863189614102
-16.5,2.4,-0.6,-0.117109808527428
-16.5,2.4,-0.5925,-0.275419805050378
-16.5,2.4,-0.585,-0.406470235051003
-16.5,2.4,-0.5775,-0.491740720393581
-16.5,2.4,-0.57,-0.517663165443381
-16.5,2.4,-0.5625,-0.477604750200297
-16.5,2.4,-0.555,-0.372625169734536
-16.5,2.4,-0.5475,-0.213552748997916
-16.5,2.4,-0.54,-0.0172273791328897
-16.5,2.4,-0.5325,0.193318523177466
-16.5,2.4,-0.525,0.391976469859032
-16.5,2.4,-0.5175,0.552692857030869
-16.5,2.4,-0.51,0.65274552472419
-16.5,2.4,-0.5025,0.675765642036758
-16.5,2.4,-0.495,0.614119420579317
-16.5,2.4,-0.4875,0.47032684105527
-16.5,2.4,-0.48,0.257299134062779
-16.5,2.4,-0.4725,-0.00268813255062353
-16.5,2.4,-0.465,-0.280219219281966
-16.5,2.4,-0.4575,-0.542511308064508
-16.5,2.4,-0.45,-0.754700214565068
-16.5,2.4,-0.4425,-0.88813831005679
-16.5,2.4,-0.435,-0.92115853125212
-16.5,2.4,-0.4275,-0.842893836879883
-16.5,2.4,-0.42,-0.655192667096511
-16.5,2.4,-0.4125,-0.373128979136135
-16.5,2.4,-0.405,-0.0239830069456392
-16.5,2.4,-0.3975,0.355257770508414
-16.5,2.4,-0.39,0.721654475881663
-16.5,2.4,-0.3825,1.03095298469165
-16.5,2.4,-0.375,1.24260857057913
-16.5,2.4,-0.3675,1.32670586344113
-16.5,2.4,-0.36,1.25933595548927
-16.5,2.4,-0.3525,1.03920097539122
-16.5,2.4,-0.345,0.679723596909033
-16.5,2.4,-0.3375,0.210805813903908
-16.5,2.4,-0.33,-0.323502895697515
-16.5,2.4,-0.3225,-0.86898552139787
-16.5,2.4,-0.315,-1.36651898451605
-16.5,2.4,-0.3075,-1.75810149964171
-16.5,2.4,-0.3,-1.99303381159187
-16.5,2.4,-0.2925,-2.03360978938498
-16.5,2.4,-0.285,-1.85970765936008
-16.5,2.4,-0.2775,-1.47177421227606
-16.5,2.4,-0.27,-0.891801901987664
-16.5,2.4,-0.2625,-0.162185400107591
-16.5,2.4,-0.255,0.657237565050775
-16.5,2.4,-0.2475,1.49407567616784
-16.5,2.4,-0.24,2.26974728347187
-16.5,2.4,-0.2325,2.90653060525409
-16.5,2.4,-0.225,3.33470785611591
-16.5,2.4,-0.2175,3.49912234599687
-16.5,2.4,-0.21,3.36452389644549
-16.5,2.4,-0.2025,2.91919648204139
-16.5,2.4,-0.195,2.17653003051462
-16.5,2.4,-0.1875,1.17439801078663
-16.5,2.4,-0.18,-0.0283395973006535
-16.5,2.4,-0.1725,-1.35325031690073
-16.5,2.4,-0.165,-2.71358541490822
-16.5,2.4,-0.1575,-4.01728476597575
-16.5,2.4,-0.15,-5.17504407181157
-16.5,2.4,-0.1425,-6.10695678086817
-16.5,2.4,-0.135,-6.74818239780951
-16.5,2.4,-0.1275,-7.05318849590121
-16.5,2.4,-0.12,-6.9982659372469
-16.5,2.4,-0.1125,-6.58219146748081
-16.5,2.4,-0.105,-5.82509040909417
-16.5,2.4,-0.0975,-4.76571640652539
-16.5,2.4,-0.09,-3.45749911987716
-16.5,2.4,-0.0825,-1.9640555851984
-16.5,2.4,-0.075,-0.353464105742557
-16.5,2.4,-0.0675,1.30591412865532
-16.5,2.4,-0.06,2.95011816441621
-16.5,2.4,-0.0525,4.52283933252433
-16.5,2.4,-0.045,5.97766164808915
-16.5,2.4,-0.0375,7.2791091025402
-16.5,2.4,-0.03,8.40255907582931
-16.5,2.4,-0.0225,9.33319461495459
-16.5,2.4,-0.015,10.0642544952939
-16.5,2.4,-0.0075,10.5948915680155
-16.5,2.4,0,10.9279638203572
-16.5,2.4,0.0075,11.0667512254088
-16.5,2.4,0.015,11.0185017487379
-16.5,2.4,0.0225,10.7863330380708
-16.5,2.4,0.03,10.3737325948861
-16.5,2.4,0.0375,9.78405383612164
-16.5,2.4,0.045,9.02169602865376
-16.5,2.4,0.0525,8.09368287858363
-16.5,2.4,0.06,7.01139435669751
-16.5,2.4,0.0675,5.79217999707319
-16.5,2.4,0.075,4.46058613783981
-16.5,2.4,0.0825,3.04896409391269
-16.5,2.4,0.09,1.59728779009839
-16.5,2.4,0.0975,0.152091911691698
-16.5,2.4,0.105,-1.23610989027631
-16.5,2.4,0.1125,-2.51298143989444
-16.5,2.4,0.12,-3.62721903571865
-16.5,2.4,0.1275,-4.53202031159765
-16.5,2.4,0.135,-5.18910010346486
-16.5,2.4,0.1425,-5.57190521742156
-16.5,2.4,0.15,-5.66815416680765
-16.5,2.4,0.1575,-5.48142764914825
-16.5,2.4,0.165,-5.03161206527371
-16.5,2.4,0.1725,-4.3540967606849
-16.5,2.4,0.18,-3.49773672644092
-16.5,2.4,0.1875,-2.52170569173037
-16.5,2.4,0.195,-1.49186939678816
-16.5,2.4,0.2025,-0.474529311451894
-16.5,2.4,0.21,0.465801622648602
-16.5,2.4,0.2175,1.27270265156859
-16.5,2.4,0.225,1.90140578492712
-16.5,2.4,0.2325,2.32185294093909
-16.5,2.4,0.24,2.5205626703433
-16.5,2.4,0.2475,2.50114930189928
-16.5,2.4,0.255,2.28345555814134
-16.5,2.4,0.2625,1.90138211391568
-16.5,2.4,0.27,1.39961281224245
-16.5,2.4,0.2775,0.829531508979786
-16.5,2.4,0.285,0.244696621629904
-16.5,2.4,0.2925,-0.303549349669861
-16.5,2.4,0.3,-0.77088067266491
-16.5,2.4,0.3075,-1.1227318749136
-16.5,2.4,0.315,-1.33715612872795
-16.5,2.4,0.3225,-1.40599638065813
-16.5,2.4,0.33,-1.3348444389835
-16.5,2.4,0.3375,-1.14175441552339
-16.5,2.4,0.345,-0.854870026803102
-16.5,2.4,0.3525,-0.509223889217923
-16.5,2.4,0.36,-0.143039120096442
-16.5,2.4,0.3675,0.206097506474044
-16.5,2.4,0.375,0.504819353467581
-16.5,2.4,0.3825,0.72740700083724
-16.5,2.4,0.39,0.856394491915835
-16.5,2.4,0.3975,0.885714835230938
-16.5,2.4,0.405,0.819611975439307
-16.5,2.4,0.4125,0.671830692683403
-16.5,2.4,0.42,0.463672171813775
-16.5,2.4,0.4275,0.221372640579709
-16.5,2.4,0.435,-0.0268983272491577
-16.5,2.4,0.4425,-0.254094007865697
-16.5,2.4,0.45,-0.437080839578517
-16.5,2.4,0.4575,-0.55888132432018
-16.5,2.4,0.465,-0.61015543364911
-16.5,2.4,0.4725,-0.589794668463258
-16.5,2.4,0.48,-0.504657727054122
-16.5,2.4,0.4875,-0.368114310812911
-16.5,2.4,0.495,-0.198749898964205
-16.5,2.4,0.5025,-0.0176455739324686
-16.5,2.4,0.51,0.153980638813062
-16.5,2.4,0.5175,0.297151691272121
-16.5,2.4,0.525,0.397150546544179
-16.5,2.4,0.5325,0.444969648329563
-16.5,2.4,0.54,0.438051312562655
-16.5,2.4,0.5475,0.380264147252934
-16.5,2.4,0.555,0.281148802242618
-16.5,2.4,0.5625,0.154548049496977
-16.5,2.4,0.57,0.016794627549615
-16.5,2.4,0.5775,-0.115282899005071
-16.5,2.4,0.585,-0.226362973254353
-16.5,2.4,0.5925,-0.304344641476141
-16.5,2.4,0.6,-0.341627799168037
-16.5,2.4,0.6075,-0.335807612769282
-16.5,2.4,0.615,-0.289728141395453
-16.5,2.4,0.6225,-0.210913136800637
-16.5,2.4,0.63,-0.110464738549799
-16.5,2.4,0.6375,-0.00158057342623683
-16.5,2.4,0.645,0.102120097724817
-16.5,2.4,0.6525,0.188254284345674
-16.5,2.4,0.66,0.247119213962309
-16.5,2.4,0.6675,0.272756604915973
-16.5,2.4,0.675,0.26352271759692
-16.5,2.4,0.6825,0.222113024821437
-16.5,2.4,0.69,0.155057970981718
-16.5,2.4,0.6975,0.07176987344212
-16.5,2.4,0.705,-0.0167270325736795
-16.5,2.4,0.7125,-0.0992170816759802
-16.5,2.4,0.72,-0.165684871314183
-16.5,2.4,0.7275,-0.208508149371106
-16.5,2.4,0.735,-0.223311767488188
-16.5,2.4,0.7425,-0.209388786435665
-16.5,2.4,0.75,-0.169651235321582
-15.75,2.4,-0.75,0.157484065200358
-15.75,2.4,-0.7425,0.0666673758321695
-15.75,2.4,-0.735,-0.0372223998464655
-15.75,2.4,-0.7275,-0.140761712240547
-15.75,2.4,-0.72,-0.230002482676513
-15.75,2.4,-0.7125,-0.292312394714925
-15.75,2.4,-0.705,-0.318114109963558
-15.75,2.4,-0.6975,-0.302289269740107
-15.75,2.4,-0.69,-0.245048617016194
-15.75,2.4,-0.6825,-0.152132412433993
-15.75,2.4,-0.675,-0.0342882306520585
-15.75,2.4,-0.6675,0.0939339412571149
-15.75,2.4,-0.66,0.215938397058413
-15.75,2.4,-0.6525,0.315013379241602
-15.75,2.4,-0.645,0.377191848065419
-15.75,2.4,-0.6375,0.392251248851715
-15.75,2.4,-0.63,0.3558497311192
-15.75,2.4,-0.6225,0.270213651978849
-15.75,2.4,-0.615,0.144150722453115
-15.75,2.4,-0.6075,-0.00779285264065548
-15.75,2.4,-0.6,-0.166958373235902
-15.75,2.4,-0.5925,-0.312807115452051
-15.75,2.4,-0.585,-0.425497538118597
-15.75,2.4,-0.5775,-0.488490669191096
-15.75,2.4,-0.57,-0.49085061464219
-15.75,2.4,-0.5625,-0.428932406836428
-15.75,2.4,-0.555,-0.306798041271881
-15.75,2.4,-0.5475,-0.13784556529724
-15.75,2.4,-0.54,0.0592336324262734
-15.75,2.4,-0.5325,0.260595055626532
-15.75,2.4,-0.525,0.440530773099617
-15.75,2.4,-0.5175,0.574637094413033
-15.75,2.4,-0.51,0.642973544779076
-15.75,2.4,-0.5025,0.63281748839658
-15.75,2.4,-0.495,0.540652270931735
-15.75,2.4,-0.4875,0.373106371991376
-15.75,2.4,-0.48,0.146678594986404
-15.75,2.4,-0.4725,-0.113773325018482
-15.75,2.4,-0.465,-0.377652695985902
-15.75,2.4,-0.4575,-0.612620276347337
-15.75,2.4,-0.45,-0.786055300117385
-15.75,2.4,-0.4425,-0.873095884800745
-15.75,2.4,-0.435,-0.857125959146229
-15.75,2.4,-0.4275,-0.733077984138926
-15.75,2.4,-0.42,-0.508713420017012
-15.75,2.4,-0.4125,-0.204437623134119
-15.75,2.4,-0.405,0.148397599630025
-15.75,2.4,-0.3975,0.510574538277426
-15.75,2.4,-0.39,0.83917683503977
-15.75,2.4,-0.3825,1.09240857064521
-15.75,2.4,-0.375,1.23453745760257
-15.75,2.4,-0.3675,1.24241330274272
-15.75,2.4,-0.36,1.10034051466534
-15.75,2.4,-0.3525,0.815889240331232
-15.75,2.4,-0.345,0.410950418562112
-15.75,2.4,-0.3375,-0.0774127878614683
-15.75,2.4,-0.33,-0.600188222291543
-15.75,2.4,-0.3225,-1.10111482511812
-15.75,2.4,-0.315,-1.52240627475736
-15.75,2.4,-0.3075,-1.81091871924011
-15.75,2.4,-0.3,-1.92411725686167
-15.75,2.4,-0.2925,-1.83519851774625
-15.75,2.4,-0.285,-1.5367987894372
-15.75,2.4,-0.2775,-1.04285180722811
-15.75,2.4,-0.27,-0.388152454084516
-15.75,2.4,-0.2625,0.373600765461289
-15.75,2.4,-0.255,1.17453187658728
-15.75,2.4,-0.2475,1.93817690637544
-15.75,2.4,-0.24,2.58657338070509
-15.75,2.4,-0.2325,3.04758788225429
-15.75,2.4,-0.225,3.26190534131801
-15.75,2.4,-0.2175,3.18899914958388
-15.75,2.4,-0.21,2.81149770632758
-15.75,2.4,-0.2025,2.13751840030314
-15.75,2.4,-0.195,1.20073791425958
-15.75,2.4,-0.1875,0.0581874314639756
-15.75,2.4,-0.18,-1.21478568771466
-15.75,2.4,-0.1725,-2.52736503827636
-15.75,2.4,-0.165,-3.78526116146051
-15.75,2.4,-0.1575,-4.8946280811162
-15.75,2.4,-0.15,-5.77027184515812
-15.75,2.4,-0.1425,-6.34204850481799
-15.75,2.4,-0.135,-6.55985615192199
-15.75,2.4,-0.1275,-6.39682836426898
-15.75,2.4,-0.12,-5.85051864122259
-15.75,2.4,-0.1125,-4.94206142022777
-15.75,2.4,-0.105,-3.71348484583912
-15.75,2.4,-0.0975,-2.22351479056165
-15.75,2.4,-0.09,-0.54233318616869
-15.75,2.4,-0.0825,1.25404339919932
-15.75,2.4,-0.075,3.08965616785558
-15.75,2.4,-0.0675,4.89388537037028
-15.75,2.4,-0.06,6.60542817121954
-15.75,2.4,-0.0525,8.17525125919509
-15.75,2.4,-0.045,9.5680639234653
-15.75,2.4,-0.0375,10.7623652640344
-15.75,2.4,-0.03,11.7492102640437
-15.75,2.4,-0.0225,12.5299576970806
-15.75,2.4,-0.015,13.1133462534229
-15.75,2.4,-0.0075,13.512287705482
-15.75,2.4,0,13.7407659324041
-15.75,2.4,0.0075,13.810037054626
-15.75,2.4,0.015,13.7311552181038
-15.75,2.4,0.0225,13.5075889198083
-15.75,2.4,0.03,13.1392460333174
-15.75,2.4,0.0375,12.6224597339058
-15.75,2.4,0.045,11.9517259306475
-15.75,2.4,0.0525,11.1220154326132
-15.75,2.4,0.06,10.1313697898121
-15.75,2.4,0.0675,8.98345740883683
-15.75,2.4,0.075,7.68976666726717
-15.75,2.4,0.0825,6.27114537930906
-15.75,2.4,0.09,4.75845823164448
-15.75,2.4,0.0975,3.19222004477982
-15.75,2.4,0.105,1.61986696619341
-15.75,2.4,0.1125,0.0984378294587066
-15.75,2.4,0.12,-1.31605848253085
-15.75,2.4,0.1275,-2.56779525620791
-15.75,2.4,0.135,-3.60628166053921
-15.75,2.4,0.1425,-4.39028632436738
-15.75,2.4,0.15,-4.89126858304389
-15.75,2.4,0.1575,-5.09598652924171
-15.75,2.4,0.165,-5.00801632764663
-15.75,2.4,0.1725,-4.64800880302415
-15.75,2.4,0.18,-4.05261879564042
-15.75,2.4,0.1875,-3.27216017446059
-15.75,2.4,0.195,-2.36757828160586
-15.75,2.4,0.2025,-1.40445533892121
-15.75,2.4,0.21,-0.45075588596003
-15.75,2.4,0.2175,0.429694459032648
-15.75,2.4,0.225,1.18138861615721
-15.75,2.4,0.2325,1.76101991439993
-15.75,2.4,0.24,2.14034999112894
-15.75,2.4,0.2475,2.3078265290416
-15.75,2.4,0.255,2.2688239480747
-15.75,2.4,0.2625,2.04450119524406
-15.75,2.4,0.27,1.66939246820633
-15.75,2.4,0.2775,1.18795786940961
-15.75,2.4,0.285,0.650411315359516
-15.75,2.4,0.2925,0.108301780886881
-15.75,2.4,0.3,-0.390206135151529
-15.75,2.4,0.3075,-0.804132546590331
-15.75,2.4,0.315,-1.102912778721
-15.75,2.4,0.3225,-1.26855069438325
-15.75,2.4,0.33,-1.29652655762243
-15.75,2.4,0.3375,-1.195432569124
-15.75,2.4,0.345,-0.985412538228804
-15.75,2.4,0.3525,-0.695593482411516
-15.75,2.4,0.36,-0.360788373227629
-15.75,2.4,0.3675,-0.0178119889704701
-15.75,2.4,0.375,0.298220015462148
-15.75,2.4,0.3825,0.557619132950247
-15.75,2.4,0.39,0.737530473699125
-15.75,2.4,0.3975,0.825284464725923
-15.75,2.4,0.405,0.818387883080852
-15.75,2.4,0.4125,0.724315886266203
-15.75,2.4,0.42,0.559176586533457
-15.75,2.4,0.4275,0.34554948073333
-15.75,2.4,0.435,0.109755121569789
-15.75,2.4,0.4425,-0.121135879201597
-15.75,2.4,0.45,-0.32222940547772
-15.75,2.4,0.4575,-0.47336264814601
-15.75,2.4,0.465,-0.561029901192644
-15.75,2.4,0.4725,-0.579498274726472
-15.75,2.4,0.48,-0.531088722585495
-15.75,2.4,0.4875,-0.425173049243592
-15.75,2.4,0.495,-0.277365710743168
-15.75,2.4,0.5025,-0.106995465448426
-15.75,2.4,0.51,0.0651182607979593
-15.75,2.4,0.5175,0.219089926777688
-15.75,2.4,0.525,0.338177869808713
-15.75,2.4,0.5325,0.410539255150819
-15.75,2.4,0.54,0.430349300349505
-15.75,2.4,0.5475,0.398182561464967
-15.75,2.4,0.555,0.320641790542074
-15.75,2.4,0.5625,0.209306583515819
-15.75,2.4,0.57,0.0791538872725616
-15.75,2.4,0.5775,-0.0533808807434899
-15.75,2.4,0.585,-0.172355342012707
-15.75,2.4,0.5925,-0.264212478484843
-15.75,2.4,0.6,-0.319276114088383
-15.75,2.4,0.6075,-0.332731069545584
-15.75,2.4,0.615,-0.304985504824621
-15.75,2.4,0.6225,-0.241395507927081
-15.75,2.4,0.63,-0.151408470818629
-15.75,2.4,0.6375,-0.0472492043478143
-15.75,2.4,0.645,0.057676710220759
-15.75,2.4,0.6525,0.150459742581964
-15.75,2.4,0.66,0.220237933992127
-15.75,2.4,0.6675,0.25943962409283
-15.75,2.4,0.675,0.264577396072227
-15.75,2.4,0.6825,0.236512418510467
-15.75,2.4,0.69,0.180175570025067
-15.75,2.4,0.6975,0.103798573122204
-15.75,2.4,0.705,0.0177666822598742
-15.75,2.4,0.7125,-0.0667526390966523
-15.75,2.4,0.72,-0.139227997522022
-15.75,2.4,0.7275,-0.191052125557099
-15.75,2.4,0.735,-0.216544303579426
-15.75,2.4,0.7425,-0.213552104446041
-15.75,2.4,0.75,-0.183590871595241
-15,2.4,-0.75,0.130260210152592
-15,2.4,-0.7425,0.0372209783100418
-15,2.4,-0.735,-0.0649974302010898
-15,2.4,-0.7275,-0.16296476940761
-15,2.4,-0.72,-0.24325376207061
-15,2.4,-0.7125,-0.294240857433308
-15,2.4,-0.705,-0.307738347735508
-15,2.4,-0.6975,-0.280234235333302
-15,2.4,-0.69,-0.213559838473808
-15,2.4,-0.6825,-0.114874049596519
-15,2.4,-0.675,0.00406077930843799
-15,2.4,-0.6675,0.128243865691173
-15,2.4,-0.66,0.241287479648029
-15,2.4,-0.6525,0.327362978021141
-15,2.4,-0.645,0.373980902527645
-15,2.4,-0.6375,0.372830649733809
-15,2.4,-0.63,0.321697938170736
-15,2.4,-0.6225,0.224881735946282
-15,2.4,-0.615,0.0929302896112813
-15,2.4,-0.6075,-0.0584527242786556
-15,2.4,-0.6,-0.210224813101761
-15,2.4,-0.5925,-0.342338951816355
-15,2.4,-0.585,-0.436315159120826
-15,2.4,-0.5775,-0.477726899423284
-15,2.4,-0.57,-0.458277540282117
-15,2.4,-0.5625,-0.377181311734058
-15,2.4,-0.555,-0.241246514989055
-15,2.4,-0.5475,-0.0660613713286159
-15,2.4,-0.54,0.128268660085376
-15,2.4,-0.5325,0.317553174159294
-15,2.4,-0.525,0.476917951460265
-15,2.4,-0.5175,0.583951891354809
-15,2.4,-0.51,0.621697044408624
-15,2.4,-0.5025,0.581097530913535
-15,2.4,-0.495,0.462574378654144
-15,2.4,-0.4875,0.276488084330457
-15,2.4,-0.48,0.0423788179064198
-15,2.4,-0.4725,-0.212978992265719
-15,2.4,-0.465,-0.458522856856345
-15,2.4,-0.4575,-0.663034383161876
-15,2.4,-0.45,-0.796712216057466
-15,2.4,-0.4425,-0.838840311614806
-15,2.4,-0.435,-0.777956607639155
-15,2.4,-0.4275,-0.614594043554584
-15,2.4,-0.42,-0.361918235679202
-15,2.4,-0.4125,-0.0448747416595736
-15,2.4,-0.405,0.302123747229574
-15,2.4,-0.3975,0.638765248646136
-15,2.4,-0.39,0.923299362023625
-15,2.4,-0.3825,1.11740900227131
-15,2.4,-0.375,1.19094271901592
