"_v [cm]","Freq [GHz]","_u []","im(NearEX) [V_per_meter]"
-58.5,2.4,-0.1875,-1.43571139177679
-58.5,2.4,-0.18,-1.81798161731168
-58.5,2.4,-0.1725,-2.17082341254999
-58.5,2.4,-0.165,-2.49105090177408
-58.5,2.4,-0.1575,-2.77665802495243
-58.5,2.4,-0.15,-3.02668998677872
-58.5,2.4,-0.1425,-3.24113524753037
-58.5,2.4,-0.135,-3.42080422986764
-58.5,2.4,-0.1275,-3.56720110627217
-58.5,2.4,-0.12,-3.68239419344892
-58.5,2.4,-0.1125,-3.76888955069849
-58.5,2.4,-0.105,-3.82951141981608
-58.5,2.4,-0.0975,-3.86729220487086
-58.5,2.4,-0.09,-3.88537381062306
-58.5,2.4,-0.0825,-3.88692136686572
-58.5,2.4,-0.075,-3.87504968108937
-58.5,2.4,-0.0675,-3.8527621931531
-58.5,2.4,-0.06,-3.82290175527702
-58.5,2.4,-0.0525,-3.78811222496184
-58.5,2.4,-0.045,-3.75080962938677
-58.5,2.4,-0.0375,-3.71316152655553
-58.5,2.4,-0.03,-3.67707313846638
-58.5,2.4,-0.0225,-3.64417885184573
-58.5,2.4,-0.015,-3.61583775976704
-58.5,2.4,-0.0075,-3.5931320409346
-58.5,2.4,0,-3.57686713197956
-58.5,2.4,0.0075,-3.56760234830078
-58.5,2.4,0.015,-3.56553172920127
-58.5,2.4,0.0225,-3.57067174695733
-58.5,2.4,0.03,-3.58273274898231
-58.5,2.4,0.0375,-3.6011534580515
-58.5,2.4,0.045,-3.62510125591992
-58.5,2.4,0.0525,-3.65347275799226
-58.5,2.4,0.06,-3.68489533408281
-58.5,2.4,0.0675,-3.71773042437859
-58.5,2.4,0.075,-3.75007967328716
-58.5,2.4,0.0825,-3.77979504959855
-58.5,2.4,0.09,-3.80449423064257
-58.5,2.4,0.0975,-3.82158259087425
-58.5,2.4,0.105,-3.82828314045235
-58.5,2.4,0.1125,-3.82167569505202
-58.5,2.4,0.12,-3.79874641242684
-58.5,2.4,0.1275,-3.75644859288054
-58.5,2.4,0.135,-3.69177530034449
-58.5,2.4,0.1425,-3.60184391168069
-58.5,2.4,0.15,-3.4839921419748
-58.5,2.4,0.1575,-3.33588442657062
-58.5,2.4,0.165,-3.15562677726176
-58.5,2.4,0.1725,-2.94188738975375
-58.5,2.4,0.18,-2.6940193911457
-58.5,2.4,0.1875,-2.41218121881922
-58.5,2.4,0.195,-2.09747769512259
-58.5,2.4,0.2025,-1.75195364248822
-58.5,2.4,0.21,-1.37881065367844
-58.5,2.4,0.2175,-0.9823819630743
-58.5,2.4,0.225,-0.568162135980784
-58.5,2.4,0.2325,-0.142781351895702
-58.5,2.4,0.24,0.286067857197788
-58.5,2.4,0.2475,0.709756159961734
-58.5,2.4,0.255,1.11889824631424
-58.5,2.4,0.2625,1.50358961614789
-58.5,2.4,0.27,1.85369729548613
-58.5,2.4,0.2775,2.15919931044963
-58.5,2.4,0.285,2.410564352695
-58.5,2.4,0.2925,2.59915956720182
-58.5,2.4,0.3,2.71767098472614
-58.5,2.4,0.3075,2.76051803908108
-58.5,2.4,0.315,2.72424110707138
-58.5,2.4,0.3225,2.60783934667929
-58.5,2.4,0.33,2.41303553633555
-58.5,2.4,0.3375,2.14444535289205
-58.5,2.4,0.345,1.8096307332457
-58.5,2.4,0.3525,1.41902073468827
-58.5,2.4,0.36,0.985688637673652
-58.5,2.4,0.3675,0.52498080710481
-58.5,2.4,0.375,0.0540008094355202
-58.5,2.4,0.3825,-0.409048809934679
-58.5,2.4,0.39,-0.845580930810016
-58.5,2.4,0.3975,-1.23752722165181
-58.5,2.4,0.405,-1.56818560148052
-58.5,2.4,0.4125,-1.82310318942882
-58.5,2.4,0.42,-1.99089964244915
-58.5,2.4,0.4275,-2.0639847173383
-58.5,2.4,0.435,-2.03911965636978
-58.5,2.4,0.4425,-1.91777688188846
-58.5,2.4,0.45,-1.70626091584265
-58.5,2.4,0.4575,-1.41556522027489
-58.5,2.4,0.465,-1.06095431511106
-58.5,2.4,0.4725,-0.661277329647649
-58.5,2.4,0.48,-0.238037097418886
-58.5,2.4,0.4875,0.185743172917378
-58.5,2.4,0.495,0.586797034578899
-58.5,2.4,0.5025,0.942963231815009
-58.5,2.4,0.51,1.23452296505006
-58.5,2.4,0.5175,1.44543865069901
-58.5,2.4,0.525,1.56440781369686
-58.5,2.4,0.5325,1.58565302174404
-58.5,2.4,0.54,1.5093823047782
-58.5,2.4,0.5475,1.34187377604858
-58.5,2.4,0.555,1.09516215619325
-58.5,2.4,0.5625,0.786332110317767
-58.5,2.4,0.57,0.436533196174503
-58.5,2.4,0.5775,0.0692640653445615
-58.5,2.4,0.585,-0.290642846627315
-58.5,2.4,0.5925,-0.619100246152947
-58.5,2.4,0.6,-0.894335524474896
-58.5,2.4,0.6075,-1.09842902557678
-58.5,2.4,0.615,-1.21860106228795
-58.5,2.4,0.6225,-1.24814510125861
-58.5,2.4,0.63,-1.18692794308856
-58.5,2.4,0.6375,-1.04140846697964
-58.5,2.4,0.645,-0.824162448852523
-58.5,2.4,0.6525,-0.552939392514065
-58.5,2.4,0.66,-0.249315165787772
-58.5,2.4,0.6675,0.0629616791101053
-58.5,2.4,0.675,0.35980472953978
-58.5,2.4,0.6825,0.618662609439368
-58.5,2.4,0.69,0.820280279222063
-58.5,2.4,0.6975,0.950204783975139
-58.5,2.4,0.705,0.99990950535153
-58.5,2.4,0.7125,0.967440173269092
-58.5,2.4,0.72,0.857524144071377
-58.5,2.4,0.7275,0.681128719000739
-58.5,2.4,0.735,0.45450087064889
-58.5,2.4,0.7425,0.197765626913207
-58.5,2.4,0.75,-0.0668004992630962
-57.75,2.4,-0.75,-0.620678510894556
-57.75,2.4,-0.7425,-0.396028333933787
-57.75,2.4,-0.735,-0.128213553683346
-57.75,2.4,-0.7275,0.160098840725314
-57.75,2.4,-0.72,0.444018733139562
-57.75,2.4,-0.7125,0.698591138616822
-57.75,2.4,-0.705,0.900966007522963
-57.75,2.4,-0.6975,1.03238987891244
-57.75,2.4,-0.69,1.07984761372027
-57.75,2.4,-0.6825,1.03721514692958
-57.75,2.4,-0.675,0.905828407614674
-57.75,2.4,-0.6675,0.694425061706761
-57.75,2.4,-0.66,0.418469819640239
-57.75,2.4,-0.6525,0.0985127029334481
-57.75,2.4,-0.645,-0.239760012864303
-57.75,2.4,-0.6375,-0.570168877998026
-57.75,2.4,-0.63,-0.866357566698039
-57.75,2.4,-0.6225,-1.10432152102098
-57.75,2.4,-0.615,-1.26428783927416
-57.75,2.4,-0.6075,-1.33224923211007
-57.75,2.4,-0.6,-1.30103789291178
-57.75,2.4,-0.5925,-1.17086464487093
-57.75,2.4,-0.585,-0.949292813418918
-57.75,2.4,-0.5775,-0.650661150536184
-57.75,2.4,-0.57,-0.295012152551015
-57.75,2.4,-0.5625,0.0933819647873446
-57.75,2.4,-0.555,0.487865712387264
-57.75,2.4,-0.5475,0.860951715554064
-57.75,2.4,-0.54,1.18672110301799
-57.75,2.4,-0.5325,1.44230759727928
-57.75,2.4,-0.525,1.6094812038436
-57.75,2.4,-0.5175,1.67581638308112
-57.75,2.4,-0.51,1.63543905607431
-57.75,2.4,-0.5025,1.48931688898904
-57.75,2.4,-0.495,1.24509099250909
-57.75,2.4,-0.4875,0.916479047150987
-57.75,2.4,-0.48,0.522307698745499
-57.75,2.4,-0.4725,0.0852541073049359
-57.75,2.4,-0.465,-0.369608409358637
-57.75,2.4,-0.4575,-0.816358192780766
-57.75,2.4,-0.45,-1.22976409926747
-57.75,2.4,-0.4425,-1.58671993879666
-57.75,2.4,-0.435,-1.86749191969092
-57.75,2.4,-0.4275,-2.05671393402512
-57.75,2.4,-0.42,-2.14408588958529
-57.75,2.4,-0.4125,-2.12475197858317
-57.75,2.4,-0.405,-1.99935718703488
-57.75,2.4,-0.3975,-1.77380007782285
-57.75,2.4,-0.39,-1.45871676676625
-57.75,2.4,-0.3825,-1.06874420896271
-57.75,2.4,-0.375,-0.621619916612181
-57.75,2.4,-0.3675,-0.137223067266762
-57.75,2.4,-0.36,0.363628533671545
-57.75,2.4,-0.3525,0.85997640385509
-57.75,2.4,-0.345,1.33181134163359
-57.75,2.4,-0.3375,1.76087714711824
-57.75,2.4,-0.33,2.13135928119527
-57.75,2.4,-0.3225,2.43040463286434
-57.75,2.4,-0.315,2.6484622965869
-57.75,2.4,-0.3075,2.77944585260153
-57.75,2.4,-0.3,2.82072697685029
-57.75,2.4,-0.2925,2.77297788359217
-57.75,2.4,-0.285,2.63988588018861
-57.75,2.4,-0.2775,2.42776709828565
-57.75,2.4,-0.27,2.14510830280338
-57.75,2.4,-0.2625,1.80206572724746
-57.75,2.4,-0.255,1.4099483849266
-57.75,2.4,-0.2475,0.980710562751104
-57.75,2.4,-0.24,0.526474549419541
-57.75,2.4,-0.2325,0.0591004193110429
-57.75,2.4,-0.225,-0.410184793867909
-57.75,2.4,-0.2175,-0.871090659455642
-57.75,2.4,-0.21,-1.31449596876598
-57.75,2.4,-0.2025,-1.73261047678056
-57.75,2.4,-0.195,-2.11906900115953
-57.75,2.4,-0.1875,-2.46896363008055
-57.75,2.4,-0.18,-2.7787695674551
-57.75,2.4,-0.1725,-3.04647263998754
-57.75,2.4,-0.165,-3.27119905498985
-57.75,2.4,-0.1575,-3.45323990916888
-57.75,2.4,-0.15,-3.59387094607965
-57.75,2.4,-0.1425,-3.69519468119696
-57.75,2.4,-0.135,-3.75998019759288
-57.75,2.4,-0.1275,-3.79150671337226
-57.75,2.4,-0.12,-3.7934158093465
-57.75,2.4,-0.1125,-3.76957599430752
-57.75,2.4,-0.105,-3.72396213268408
-57.75,2.4,-0.0975,-3.66055120802828
-57.75,2.4,-0.09,-3.58323497469671
-57.75,2.4,-0.0825,-3.49574927583755
-57.75,2.4,-0.075,-3.4016191842644
-57.75,2.4,-0.0675,-3.3041186511908
-57.75,2.4,-0.06,-3.20624301670042
-57.75,2.4,-0.0525,-3.11069253121412
-57.75,2.4,-0.045,-3.01986494228651
-57.75,2.4,-0.0375,-2.93585519783681
-57.75,2.4,-0.03,-2.86046038752015
-57.75,2.4,-0.0225,-2.79518817162033
-57.75,2.4,-0.015,-2.74126711665647
-57.75,2.4,-0.0075,-2.69965755616376
-57.75,2.4,0,-2.67106181359583
-57.75,2.4,0.0075,-2.65597593835213
-57.75,2.4,0.015,-2.65451964772315
-57.75,2.4,0.0225,-2.66671123135247
-57.75,2.4,0.03,-2.6922828822672
-57.75,2.4,0.0375,-2.73072611761371
-57.75,2.4,0.045,-2.78128686276293
-57.75,2.4,0.0525,-2.84295834064319
-57.75,2.4,0.06,-2.91447248334886
-57.75,2.4,0.0675,-2.99429080915188
-57.75,2.4,0.075,-3.08059592566301
-57.75,2.4,0.0825,-3.1712850236141
-57.75,2.4,0.09,-3.26396690797703
-57.75,2.4,0.0975,-3.35596426401969
-57.75,2.4,0.105,-3.44432296327943
-57.75,2.4,0.1125,-3.5258302641255
-57.75,2.4,0.12,-3.59704373782331
-57.75,2.4,0.1275,-3.65433263718766
-57.75,2.4,0.135,-3.69393320454612
-57.75,2.4,0.1425,-3.71201907377288
-57.75,2.4,0.15,-3.70478744549562
-57.75,2.4,0.1575,-3.66856109782542
-57.75,2.4,0.165,-3.59990553630429
-57.75,2.4,0.1725,-3.49575969390943
-57.75,2.4,0.18,-3.35357758292229
-57.75,2.4,0.1875,-3.1714772051372
-57.75,2.4,0.195,-2.94840838089837
-57.75,2.4,0.2025,-2.68424878591664
-57.75,2.4,0.21,-2.37999257275611
-57.75,2.4,0.2175,-2.03785510496233
-57.75,2.4,0.225,-1.66136283272072
-57.75,2.4,0.2325,-1.25540944586883
-57.75,2.4,0.24,-0.826267596620396
-57.75,2.4,0.2475,-0.381548162503863
-57.75,2.4,0.255,0.0698997542209765
-57.75,2.4,0.2625,0.518153050194605
-57.75,2.4,0.27,0.952445556350335
-57.75,2.4,0.2775,1.36146510862441
-57.75,2.4,0.285,1.73371259691721
-57.75,2.4,0.2925,2.05791486857244
-57.75,2.4,0.3,2.3234791907411
-57.75,2.4,0.3075,2.52097282808599
-57.75,2.4,0.315,2.64260743862747
-57.75,2.4,0.3225,2.68270473039942
-57.75,2.4,0.33,2.63811746655181
-57.75,2.4,0.3375,2.5085787596245
-57.75,2.4,0.345,2.29695292725484
-57.75,2.4,0.3525,2.00936320320595
-57.75,2.4,0.36,1.65517543618207
-57.75,2.4,0.3675,1.24682258258924
-57.75,2.4,0.375,0.799462198199675
-57.75,2.4,0.3825,0.330451463963692
-57.75,2.4,0.39,-0.141252941148402
-57.75,2.4,0.3975,-0.595971037315802
-57.75,2.4,0.405,-1.01416046843953
-57.75,2.4,0.4125,-1.37738003685823
-57.75,2.4,0.42,-1.66925830734034
-57.75,2.4,0.4275,-1.87641740837831
-57.75,2.4,0.435,-1.98929431408595
-57.75,2.4,0.4425,-2.00280288563903
-57.75,2.4,0.45,-1.91678486319375
-57.75,2.4,0.4575,-1.73620691421559
-57.75,2.4,0.465,-1.47107355685207
-57.75,2.4,0.4725,-1.13604177038163
-57.75,2.4,0.48,-0.749741553815878
-57.75,2.4,0.4875,-0.333826495135547
-57.75,2.4,0.495,0.0882017573778714
-57.75,2.4,0.5025,0.492332837874743
-57.75,2.4,0.51,0.855473080324406
-57.75,2.4,0.5175,1.15686817047507
-57.75,2.4,0.525,1.3794286582502
-57.75,2.4,0.5325,1.51086487425434
-57.75,2.4,0.54,1.54454561761901
-57.75,2.4,0.5475,1.48000965553031
-57.75,2.4,0.555,1.32307998839871
-57.75,2.4,0.5625,1.08555682756654
-57.75,2.4,0.57,0.784567371784385
-57.75,2.4,0.5775,0.441159878977001
-57.75,2.4,0.585,0.0793576350417513
-57.75,2.4,0.5925,-0.275802436207128
-57.75,2.4,0.6,-0.599934781688179
-57.75,2.4,0.6075,-0.871035958290452
-57.75,2.4,0.615,-1.07106944841091
-57.75,2.4,0.6225,-1.18728174732189
-57.75,2.4,0.63,-1.21314340888503
-57.75,2.4,0.6375,-1.148834458343
-57.75,2.4,0.645,-1.0012268721784
-57.75,2.4,0.6525,-0.783355283400234
-57.75,2.4,0.66,-0.513407719987031
-57.75,2.4,0.6675,-0.213307702729838
-57.75,2.4,0.675,0.0930059766765099
-57.75,2.4,0.6825,0.381468171877738
-57.75,2.4,0.69,0.629794396274866
-57.75,2.4,0.6975,0.819250559129548
-57.75,2.4,0.705,0.936138319071169
-57.75,2.4,0.7125,0.972870016048235
-57.75,2.4,0.72,0.928539590809242
-57.75,2.4,0.7275,0.808937246262214
-57.75,2.4,0.735,0.626002467272563
-57.75,2.4,0.7425,0.396758392496763
-57.75,2.4,0.75,0.141816144044087
-57,2.4,-0.75,-0.441638750649255
-57,2.4,-0.7425,-0.186221595942164
-57,2.4,-0.735,0.0948239084776193
-57,2.4,-0.7275,0.376966511323542
-57,2.4,-0.72,0.635110796609252
-57,2.4,-0.7125,0.845811780549134
-57,2.4,-0.705,0.989351829530045
-57,2.4,-0.6975,1.05149721000771
-57,2.4,-0.69,1.02478194714257
-57,2.4,-0.6825,0.909210019697662
-57,2.4,-0.675,0.712319058946086
-57,2.4,-0.6675,0.448604789138748
-57,2.4,-0.66,0.138360388441858
-57,2.4,-0.6525,-0.194323917035623
-57,2.4,-0.645,-0.522010696002501
-57,2.4,-0.6375,-0.818494965481179
-57,2.4,-0.63,-1.05927493783985
-57,2.4,-0.6225,-1.22394099222563
-57,2.4,-0.615,-1.29780025536955
-57,2.4,-0.6075,-1.27303808339126
-57,2.4,-0.6,-1.14933212235836
-57,2.4,-0.5925,-0.933880586535608
-57,2.4,-0.585,-0.640853880272363
-57,2.4,-0.5775,-0.290323744557081
-57,2.4,-0.57,0.0932368295612819
-57,2.4,-0.5625,0.482759497568967
-57,2.4,-0.555,0.850597067719232
-57,2.4,-0.5475,1.1703126284852
-57,2.4,-0.54,1.41879732748313
-57,2.4,-0.5325,1.57770845555882
-57,2.4,-0.525,1.63471573996146
-57,2.4,-0.5175,1.58427589447103
-57,2.4,-0.51,1.42792462683567
-57,2.4,-0.5025,1.17408319220502
-57,2.4,-0.495,0.837411089802886
-57,2.4,-0.4875,0.437766767874844
-57,2.4,-0.48,-0.001137743609503
-57,2.4,-0.4725,-0.453285867962633
-57,2.4,-0.465,-0.891998546433273
-57,2.4,-0.4575,-1.2915587223238
-57,2.4,-0.45,-1.62871531639387
-57,2.4,-0.4425,-1.88397797634659
-57,2.4,-0.435,-2.0426331111518
-57,2.4,-0.4275,-2.09543421634775
-57,2.4,-0.42,-2.03894342569733
-57,2.4,-0.4125,-1.87552481515772
-57,2.4,-0.405,-1.61301165154542
-57,2.4,-0.3975,-1.26408822075119
-57,2.4,-0.39,-0.845441141429468
-57,2.4,-0.3825,-0.376744607438069
-57,2.4,-0.375,0.120451371098192
-57,2.4,-0.3675,0.623832953325601
-57,2.4,-0.36,1.11152993436039
-57,2.4,-0.3525,1.56298007773641
-57,2.4,-0.345,1.95989024357876
-57,2.4,-0.3375,2.28691166184293
-57,2.4,-0.33,2.53214223482723
-57,2.4,-0.3225,2.68742613518687
-57,2.4,-0.315,2.7484543747598
-57,2.4,-0.3075,2.71468034965822
-57,2.4,-0.3,2.58907270886472
-57,2.4,-0.2925,2.37773398998618
-57,2.4,-0.285,2.08941723604874
-57,2.4,-0.2775,1.73497432777439
-57,2.4,-0.27,1.32676924337555
-57,2.4,-0.2625,0.878087197265474
-57,2.4,-0.255,0.402566978802628
-57,2.4,-0.2475,-0.0863207886324039
-57,2.4,-0.24,-0.575731919983461
-57,2.4,-0.2325,-1.05383129340172
-57,2.4,-0.225,-1.51009288667682
-57,2.4,-0.2175,-1.9355151206583
-57,2.4,-0.21,-2.32275363624801
-57,2.4,-0.2025,-2.66617712158128
-57,2.4,-0.195,-2.96185448419828
-57,2.4,-0.1875,-3.20748351695557
-57,2.4,-0.18,-3.4022438145896
-57,2.4,-0.1725,-3.54674830616842
-57,2.4,-0.165,-3.64272316380732
-57,2.4,-0.1575,-3.69289283466339
-57,2.4,-0.15,-3.70076925333217
-57,2.4,-0.1425,-3.67045858280973
-57,2.4,-0.135,-3.6064781890823
-57,2.4,-0.1275,-3.51358888855049
-57,2.4,-0.12,-3.39664601691278
-57,2.4,-0.1125,-3.26047148645303
-57,2.4,-0.105,-3.10974777127273
-57,2.4,-0.0975,-2.94893371517632
-57,2.4,-0.09,-2.78220120779408
-57,2.4,-0.0825,-2.61339112151482
-57,2.4,-0.075,-2.44598643524241
-57,2.4,-0.0675,-2.28310017387359
-57,2.4,-0.06,-2.1274756429046
-57,2.4,-0.0525,-1.98149641138453
-57,2.4,-0.045,-1.84720356864284
-57,2.4,-0.0375,-1.72631792690491
-57,2.4,-0.03,-1.62026504128827
-57,2.4,-0.0225,-1.53020115188799
-57,2.4,-0.015,-1.45703840423798
-57,2.4,-0.0075,-1.40146796245338
-57,2.4,0,-1.36397988537799
-57,2.4,0.0075,-1.34491063156826
-57,2.4,0.015,-1.34432187572663
-57,2.4,0.0225,-1.3622110186653
-57,2.4,0.03,-1.39837204941454
-57,2.4,0.0375,-1.45242619740901
-57,2.4,0.045,-1.5238119660199
-57,2.4,0.0525,-1.61177053720741
-57,2.4,0.06,-1.71532723090353
-57,2.4,0.0675,-1.83326993277736
-57,2.4,0.075,-1.96412564085515
-57,2.4,0.0825,-2.10613652256996
-57,2.4,0.09,-2.25723711393243
-57,2.4,0.0975,-2.41503452326166
-57,2.4,0.105,-2.57679371160106
-57,2.4,0.1125,-2.73943009555882
-57,2.4,0.12,-2.89951183774653
-57,2.4,0.1275,-3.05327423453654
-57,2.4,0.135,-3.19664855803213
-57,2.4,0.1425,-3.32530753584828
-57,2.4,0.15,-3.43472933635728
-57,2.4,0.1575,-3.52028144909175
-57,2.4,0.165,-3.57732519563813
-57,2.4,0.1725,-3.60134076862426
-57,2.4,0.18,-3.58807167825437
-57,2.4,0.1875,-3.53368630258114
-57,2.4,0.195,-3.43496947406642
-57,2.4,0.2025,-3.28945718263501
-57,2.4,0.21,-3.09566618566775
-57,2.4,0.2175,-2.85326448065313
-57,2.4,0.225,-2.56323308899071
-57,2.4,0.2325,-2.22800574036559
-57,2.4,0.24,-1.85157291263898
-57,2.4,0.2475,-1.43953943691395
-57,2.4,0.255,-0.999125338052529
-57,2.4,0.2625,-0.539100719836087
-57,2.4,0.27,-0.0696473836694025
-57,2.4,0.2775,0.397857484800705
-57,2.4,0.285,0.851136837819773
-57,2.4,0.2925,1.27738571824825
-57,2.4,0.3,1.66371228245209
-57,2.4,0.3075,1.9976356243756
-57,2.4,0.315,2.26762315797867
-57,2.4,0.3225,2.46364558908952
-57,2.4,0.33,2.57772338050565
-57,2.4,0.3375,2.60443545598842
-57,2.4,0.345,2.54135906420735
-57,2.4,0.3525,2.38940956320529
-57,2.4,0.36,2.15305065511452
-57,2.4,0.3675,1.84034946909387
-57,2.4,0.375,1.4628569023484
-57,2.4,0.3825,1.03527968990869
-57,2.4,0.39,0.575062984119591
-57,2.4,0.3975,0.101630031961375
-57,2.4,0.405,-0.364410744219722
-57,2.4,0.4125,-0.802223887783134
-57,2.4,0.42,-1.19178046067694
-57,2.4,0.4275,-1.51491742569547
-57,2.4,0.435,-1.75636233972278
-57,2.4,0.4425,-1.90465941726
-57,2.4,0.45,-1.95293359175777
-57,2.4,0.4575,-1.89943415946858
-57,2.4,0.465,-1.74780904730617
-57,2.4,0.4725,-1.5070744814361
-57,2.4,0.48,-1.1912622725625
-57,2.4,0.4875,-0.818747154749227
-57,2.4,0.495,-0.411278382268483
-57,2.4,0.5025,0.00723837789536361
-57,2.4,0.51,0.412142554899732
-57,2.4,0.5175,0.77952025091979
-57,2.4,0.525,1.08771032487071
-57,2.4,0.5325,1.31871332488227
-57,2.4,0.54,1.45940260155791
-57,2.4,0.5475,1.50244548053375
-57,2.4,0.555,1.44685837456152
-57,2.4,0.5625,1.29814245858023
-57,2.4,0.57,1.06801955738551
-57,2.4,0.5775,0.773504052944104
-57,2.4,0.585,0.436031085538647
-57,2.4,0.5925,0.07979816908719
-57,2.4,0.6,-0.269889296832569
-57,2.4,0.6075,-0.588427575598418
-57,2.4,0.615,-0.853699076599403
-57,2.4,0.6225,-1.04769583608962
-57,2.4,0.63,-1.15785404452812
-57,2.4,0.6375,-1.17799032685436
-57,2.4,0.645,-1.10875877777841
-57,2.4,0.6525,-0.957583767699207
-57,2.4,0.66,-0.73806457780924
-57,2.4,0.6675,-0.468890732700499
-57,2.4,0.675,-0.172347897679189
-57,2.4,0.6825,0.127470193064443
-57,2.4,0.69,0.406601390249995
-57,2.4,0.6975,0.64314838955292
-57,2.4,0.705,0.819045125754453
-57,2.4,0.7125,0.921507086147761
-57,2.4,0.72,0.944040792156497
-57,2.4,0.7275,0.886923609088177
-57,2.4,0.735,0.757109541226153
-57,2.4,0.7425,0.567566010446053
-57,2.4,0.75,0.336096490072101
-56.25,2.4,-0.75,-0.244912194987323
-56.25,2.4,-0.7425,0.027366190857872
-56.25,2.4,-0.735,0.306570777655382
-56.25,2.4,-0.7275,0.567597095865085
-56.25,2.4,-0.72,0.786480559741666
-56.25,2.4,-0.7125,0.942551567479391
-56.25,2.4,-0.705,1.02030670123307
-56.25,2.4,-0.6975,1.01083023322111
-56.25,2.4,-0.69,0.912641943470409
-56.25,2.4,-0.6825,0.731899462036767
-56.25,2.4,-0.675,0.481941012141012
-56.25,2.4,-0.6675,0.182212247577199
-56.25,2.4,-0.66,-0.143326307419878
-56.25,2.4,-0.6525,-0.46844923344678
-56.25,2.4,-0.645,-0.765613488270461
-56.25,2.4,-0.6375,-1.01018716065732
-56.25,2.4,-0.63,-1.18105794098598
-56.25,2.4,-0.6225,-1.26273023541354
-56.25,2.4,-0.615,-1.24658525376677
-56.25,2.4,-0.6075,-1.1315843029063
-56.25,2.4,-0.6,-0.924367641099169
-56.25,2.4,-0.5925,-0.638751257582928
-56.25,2.4,-0.585,-0.294672107304297
-56.25,2.4,-0.5775,0.0833252583291853
-56.25,2.4,-0.57,0.467934310954513
-56.25,2.4,-0.5625,0.831115979152498
-56.25,2.4,-0.555,1.14616532152301
-56.25,2.4,-0.5475,1.38958400243252
-56.25,2.4,-0.54,1.54280907387396
-56.25,2.4,-0.5325,1.5934677997502
-56.25,2.4,-0.525,1.53618731586707
-56.25,2.4,-0.5175,1.37289926163701
-56.25,2.4,-0.51,1.11263172258369
-56.25,2.4,-0.5025,0.770820875318494
-56.25,2.4,-0.495,0.368207642624359
-56.25,2.4,-0.4875,-0.0705890157382194
-56.25,2.4,-0.48,-0.518712386196084
-56.25,2.4,-0.4725,-0.94880287416871
-56.25,2.4,-0.465,-1.33470833096591
-56.25,2.4,-0.4575,-1.65305897136467
-56.25,2.4,-0.45,-1.88461150767974
-56.25,2.4,-0.4425,-2.01528818202275
-56.25,2.4,-0.435,-2.03686107160264
-56.25,2.4,-0.4275,-1.94725833623585
-56.25,2.4,-0.42,-1.750494994291
-56.25,2.4,-0.4125,-1.45625457650443
-56.25,2.4,-0.405,-1.07916815597205
-56.25,2.4,-0.3975,-0.637852721015054
-56.25,2.4,-0.39,-0.153781013625789
-56.25,2.4,-0.3825,0.349940395449439
-56.25,2.4,-0.375,0.849808672996379
-56.25,2.4,-0.3675,1.32310664558468
-56.25,2.4,-0.36,1.74896569420674
-56.25,2.4,-0.3525,2.10927849392029
-56.25,2.4,-0.345,2.38938572162878
-56.25,2.4,-0.3375,2.57855748714543
-56.25,2.4,-0.33,2.67024372776945
-56.25,2.4,-0.3225,2.66210448445024
-56.25,2.4,-0.315,2.55583872486482
-56.25,2.4,-0.3075,2.35683941907193
-56.25,2.4,-0.3,2.0737089828555
-56.25,2.4,-0.2925,1.71767291418786
-56.25,2.4,-0.285,1.30193057320112
-56.25,2.4,-0.2775,0.840980858938122
-56.25,2.4,-0.27,0.349957391364243
-56.25,2.4,-0.2625,-0.155996840440756
-56.25,2.4,-0.255,-0.66229107745131
-56.25,2.4,-0.2475,-1.15536658101959
-56.25,2.4,-0.24,-1.62308290781784
-56.25,2.4,-0.2325,-2.0550050532176
-56.25,2.4,-0.225,-2.44259137226562
-56.25,2.4,-0.2175,-2.77928692305618
-56.25,2.4,-0.21,-3.06053068078272
-56.25,2.4,-0.2025,-3.2836878773966
-56.25,2.4,-0.195,-3.44792053581934
-56.25,2.4,-0.1875,-3.55401015025876
-56.25,2.4,-0.18,-3.60414238686266
-56.25,2.4,-0.1725,-3.60168876516598
-56.25,2.4,-0.165,-3.55095546376561
-56.25,2.4,-0.1575,-3.45694319670332
-56.25,2.4,-0.15,-3.32512545188191
-56.25,2.4,-0.1425,-3.16124018230747
-56.25,2.4,-0.135,-2.97110453821234
-56.25,2.4,-0.1275,-2.76045584457364
-56.25,2.4,-0.12,-2.53482040433626
-56.25,2.4,-0.1125,-2.29941030378466
-56.25,2.4,-0.105,-2.05904723904042
-56.25,2.4,-0.0975,-1.81811147936576
-56.25,2.4,-0.09,-1.58051342660594
-56.25,2.4,-0.0825,-1.34968480200068
-56.25,2.4,-0.075,-1.12858626500893
-56.25,2.4,-0.0675,-0.919728212177236
-56.25,2.4,-0.06,-0.725201583885781
-56.25,2.4,-0.0525,-0.546715689786261
-56.25,2.4,-0.045,-0.385640318782646
-56.25,2.4,-0.0375,-0.243049698802935
-56.25,2.4,-0.03,-0.119766191924609
-56.25,2.4,-0.0225,-0.0164019328893118
-56.25,2.4,-0.015,0.0666030703190923
-56.25,2.4,-0.0075,0.12894756575105
-56.25,2.4,0,0.170441345538525
-56.25,2.4,0.0075,0.190981637928762
-56.25,2.4,0.015,0.1905530910565
-56.25,2.4,0.0225,0.169193606671252
-56.25,2.4,0.03,0.127013003359825
-56.25,2.4,0.0375,0.0641957099069391
