"_v [cm]","Freq [GHz]","_u []","re(NearEX) [V_per_meter]"
-57,2.4,0.6525,-0.602067793640267
-57,2.4,0.66,-0.826999238141917
-57,2.4,0.6675,-0.979859304940963
-57,2.4,0.675,-1.05052856695486
-57,2.4,0.6825,-1.035533645998
-57,2.4,0.69,-0.938281540544994
-57,2.4,0.6975,-0.768734559354561
-57,2.4,0.705,-0.542546999010064
-57,2.4,0.7125,-0.279730695284137
-57,2.4,0.72,-0.00295789480967032
-57,2.4,0.7275,0.264357270925367
-57,2.4,0.735,0.500036248292233
-57,2.4,0.7425,0.68500270269946
-57,2.4,0.75,0.804876194222965
-56.25,2.4,-0.75,0.878729880347434
-56.25,2.4,-0.7425,0.929078695052498
-56.25,2.4,-0.735,0.896134422388343
-56.25,2.4,-0.7275,0.780613481885954
-56.25,2.4,-0.72,0.59066673235877
-56.25,2.4,-0.7125,0.341240653729426
-56.25,2.4,-0.705,0.0528302824968621
-56.25,2.4,-0.6975,-0.250263264913188
-56.25,2.4,-0.69,-0.542014775765918
-56.25,2.4,-0.6825,-0.796912155965882
-56.25,2.4,-0.675,-0.992153147635118
-56.25,2.4,-0.6675,-1.10961189871391
-56.25,2.4,-0.66,-1.13740835304546
-56.25,2.4,-0.6525,-1.07057721033982
-56.25,2.4,-0.645,-0.912923199647457
-56.25,2.4,-0.6375,-0.674816699823626
-56.25,2.4,-0.63,-0.373580978932996
-56.25,2.4,-0.6225,-0.0318543158591119
-56.25,2.4,-0.615,0.324197462533688
-56.25,2.4,-0.6075,0.666939240687224
-56.25,2.4,-0.6,0.969426421486104
-56.25,2.4,-0.5925,1.20749300684536
-56.25,2.4,-0.585,1.36160493680658
-56.25,2.4,-0.5775,1.41833878828994
-56.25,2.4,-0.57,1.37137946610982
-56.25,2.4,-0.5625,1.22197127456143
-56.25,2.4,-0.555,0.978759095666402
-56.25,2.4,-0.5475,0.657248006428598
-56.25,2.4,-0.54,0.278551905573499
-56.25,2.4,-0.5325,-0.1321039126236
-56.25,2.4,-0.525,-0.547173842560688
-56.25,2.4,-0.5175,-0.938707190186236
-56.25,2.4,-0.51,-1.28024831290119
-56.25,2.4,-0.5025,-1.5485887364707
-56.25,2.4,-0.495,-1.72525496309671
-56.25,2.4,-0.4875,-1.7976399365398
-56.25,2.4,-0.48,-1.75971567652161
-56.25,2.4,-0.4725,-1.6122968886855
-56.25,2.4,-0.465,-1.36285782731254
-56.25,2.4,-0.4575,-1.0249349446448
-56.25,2.4,-0.45,-0.617173863384104
-56.25,2.4,-0.4425,-0.162099398106873
-56.25,2.4,-0.435,0.315299273735861
-56.25,2.4,-0.4275,0.789070044326146
-56.25,2.4,-0.42,1.23378859665002
-56.25,2.4,-0.4125,1.62594845822387
-56.25,2.4,-0.405,1.94517316022169
-56.25,2.4,-0.3975,2.17519003080916
-56.25,2.4,-0.39,2.30452443253176
-56.25,2.4,-0.3825,2.32689352583103
-56.25,2.4,-0.375,2.24129845387965
-56.25,2.4,-0.3675,2.05183350651145
-56.25,2.4,-0.36,1.76723450210624
-56.25,2.4,-0.3525,1.40024017120499
-56.25,2.4,-0.345,0.96676937003342
-56.25,2.4,-0.3375,0.485017547233403
-56.25,2.4,-0.33,-0.0254949056920574
-56.25,2.4,-0.3225,-0.544864266972685
-56.25,2.4,-0.315,-1.05368772136019
-56.25,2.4,-0.3075,-1.53385092696641
-56.25,2.4,-0.3,-1.96918901520721
-56.25,2.4,-0.2925,-2.34600113781461
-56.25,2.4,-0.285,-2.65340861740521
-56.25,2.4,-0.2775,-2.88355604501577
-56.25,2.4,-0.27,-3.03166283303238
-56.25,2.4,-0.2625,-3.09593944347276
-56.25,2.4,-0.255,-3.07738757520922
-56.25,2.4,-0.2475,-2.97950694473118
-56.25,2.4,-0.24,-2.80793298323
-56.25,2.4,-0.2325,-2.57002994175614
-56.25,2.4,-0.225,-2.27446275959564
-56.25,2.4,-0.2175,-1.93076886783467
-56.25,2.4,-0.21,-1.54894815096572
-56.25,2.4,-0.2025,-1.13908585541935
-56.25,2.4,-0.195,-0.711019578952102
-56.25,2.4,-0.1875,-0.274057832060623
-56.25,2.4,-0.18,0.16325160021061
-56.25,2.4,-0.1725,0.593250179766993
-56.25,2.4,-0.165,1.00937524716119
-56.25,2.4,-0.1575,1.40613796569287
-56.25,2.4,-0.15,1.77916792259586
-56.25,2.4,-0.1425,2.12519101041535
-56.25,2.4,-0.135,2.44197483323313
-56.25,2.4,-0.1275,2.72824874390229
-56.25,2.4,-0.12,2.98360541440568
-56.25,2.4,-0.1125,3.20839036080506
-56.25,2.4,-0.105,3.40358516295671
-56.25,2.4,-0.0975,3.57068930892322
-56.25,2.4,-0.09,3.71160471908107
-56.25,2.4,-0.0825,3.82852612013559
-56.25,2.4,-0.075,3.92383958895444
-56.25,2.4,-0.0675,4.00003080401457
-56.25,2.4,-0.06,4.05960385185967
-56.25,2.4,-0.0525,4.10501085164672
-56.25,2.4,-0.045,4.1385921891018
-56.25,2.4,-0.0375,4.16252679206307
-56.25,2.4,-0.03,4.17879162836809
-56.25,2.4,-0.0225,4.18912945470167
-56.25,2.4,-0.015,4.19502378140858
-56.25,2.4,-0.0075,4.19768003118122
-56.25,2.4,0,4.19801194649243
-56.25,2.4,0.0075,4.19663728388746
-56.25,2.4,0.015,4.19385194417048
-56.25,2.4,0.0225,4.18966477980742
-56.25,2.4,0.03,4.18376696993821
-56.25,2.4,0.0375,4.17554675323465
-56.25,2.4,0.045,4.16409685475529
-56.25,2.4,0.0525,4.14822562703949
-56.25,2.4,0.06,4.12647251796578
-56.25,2.4,0.0675,4.09712863720979
-56.25,2.4,0.075,4.05826331088464
-56.25,2.4,0.0825,4.00775757898538
-56.25,2.4,0.09,3.94334559112478
-56.25,2.4,0.0975,3.86266478131949
-56.25,2.4,0.105,3.76331554146746
-56.25,2.4,0.1125,3.64293085626903
-56.25,2.4,0.12,3.49925600272679
-56.25,2.4,0.1275,3.33023795165714
-56.25,2.4,0.135,3.13412353842132
-56.25,2.4,0.1425,2.90956480317991
-56.25,2.4,0.15,2.65572915283564
-56.25,2.4,0.1575,2.37241119163758
-56.25,2.4,0.165,2.06014223890835
-56.25,2.4,0.1725,1.72029274413185
-56.25,2.4,0.18,1.35516207484007
-56.25,2.4,0.1875,0.968049552876441
-56.25,2.4,0.195,0.563300625872263
-56.25,2.4,0.2025,0.146314796037661
-56.25,2.4,0.21,-0.276470232902865
-56.25,2.4,0.2175,-0.697648452572604
-56.25,2.4,0.225,-1.1089648691512
-56.25,2.4,0.2325,-1.50148493339144
-56.25,2.4,0.24,-1.86581702554546
-56.25,2.4,0.2475,-2.19238653023467
-56.25,2.4,0.255,-2.47175709243793
-56.25,2.4,0.2625,-2.69499139968281
-56.25,2.4,0.27,-2.85404043364676
-56.25,2.4,0.2775,-2.94214676363569
-56.25,2.4,0.285,-2.95424433687296
-56.25,2.4,0.2925,-2.88733460415047
-56.25,2.4,0.3,-2.74081696475075
-56.25,2.4,0.3075,-2.51675067790432
-56.25,2.4,0.315,-2.2200258013017
-56.25,2.4,0.3225,-1.858422565824
-56.25,2.4,0.33,-1.44254199617518
-56.25,2.4,0.3375,-0.985595565605529
-56.25,2.4,0.345,-0.503048147098971
-56.25,2.4,0.3525,-0.012116289904794
-56.25,2.4,0.36,0.468867420338009
-56.25,2.4,0.3675,0.921203918733446
-56.25,2.4,0.375,1.32666194223445
-56.25,2.4,0.3825,1.66834731637916
-56.25,2.4,0.39,1.9316123175666
-56.25,2.4,0.3975,2.10487629627185
-56.25,2.4,0.405,2.18036442805611
-56.25,2.4,0.4125,2.154691052728
-56.25,2.4,0.42,2.02924446433312
-56.25,2.4,0.4275,1.81033330210374
-56.25,2.4,0.435,1.5090666837884
-56.25,2.4,0.4425,1.14095477686175
-56.25,2.4,0.45,0.725233436207772
-56.25,2.4,0.4575,0.283934874856477
-56.25,2.4,0.465,-0.159255116623768
-56.25,2.4,0.4725,-0.580295469999558
-56.25,2.4,0.48,-0.956170844429131
-56.25,2.4,0.4875,-1.26627152798176
-56.25,2.4,0.495,-1.49368250756509
-56.25,2.4,0.5025,-1.6262920429445
-56.25,2.4,0.51,-1.65763665073026
-56.25,2.4,0.5175,-1.58741253717514
-56.25,2.4,0.525,-1.42160275231691
-56.25,2.4,0.5325,-1.17219368008479
-56.25,2.4,0.54,-0.856482439657923
-56.25,2.4,0.5475,-0.496006444604494
-56.25,2.4,0.555,-0.115155545278093
-56.25,2.4,0.5625,0.260446470398798
-56.25,2.4,0.57,0.605679519136694
-56.25,2.4,0.5775,0.897675789973197
-56.25,2.4,0.585,1.11743758120167
-56.25,2.4,0.5925,1.2511906549736
-56.25,2.4,0.6,1.29139409270682
-56.25,2.4,0.6075,1.23730159975945
-56.25,2.4,0.615,1.09502493203115
-56.25,2.4,0.6225,0.877082876391716
-56.25,2.4,0.63,0.601459312229415
-56.25,2.4,0.6375,0.290233678362666
-56.25,2.4,0.645,-0.0321166914582773
-56.25,2.4,0.6525,-0.34061364152247
-56.25,2.4,0.66,-0.611726359972056
-56.25,2.4,0.6675,-0.825214476240322
-56.25,2.4,0.675,-0.965714977188149
-56.25,2.4,0.6825,-1.02393983187791
-56.25,2.4,0.69,-0.997381086101783
-56.25,2.4,0.6975,-0.890459736470052
-56.25,2.4,0.705,-0.714100772469909
-56.25,2.4,0.7125,-0.48476552402847
-56.25,2.4,0.72,-0.223019624735518
-56.25,2.4,0.7275,0.048243761189355
-56.25,2.4,0.735,0.305774171038363
-56.25,2.4,0.7425,0.527957451045554
-56.25,2.4,0.75,0.696658703201812
-55.5,2.4,-0.75,0.901127960653472
-55.5,2.4,-0.7425,0.889205774809873
-55.5,2.4,-0.735,0.794702547890437
-55.5,2.4,-0.7275,0.623970460912767
-55.5,2.4,-0.72,0.390406796604628
-55.5,2.4,-0.7125,0.113335555369767
-55.5,2.4,-0.705,-0.183649929875772
-55.5,2.4,-0.6975,-0.474733371867739
-55.5,2.4,-0.69,-0.734127210585095
-55.5,2.4,-0.6825,-0.938329365129201
-55.5,2.4,-0.675,-1.06818654499817
-55.5,2.4,-0.6675,-1.11058501957931
-55.5,2.4,-0.66,-1.0596246676704
-55.5,2.4,-0.6525,-0.916786826877457
-55.5,2.4,-0.645,-0.692411769713817
-55.5,2.4,-0.6375,-0.402623148326832
-55.5,2.4,-0.63,-0.0695290839583952
-55.5,2.4,-0.6225,0.280912935842419
-55.5,2.4,-0.615,0.620974319455732
-55.5,2.4,-0.6075,0.923366214544395
-55.5,2.4,-0.6,1.16340187574035
-55.5,2.4,-0.5925,1.3209376940459
-55.5,2.4,-0.585,1.38194221899473
-55.5,2.4,-0.5775,1.3395762954389
-55.5,2.4,-0.57,1.19470954944555
-55.5,2.4,-0.5625,0.95584507144067
-55.5,2.4,-0.555,0.63803394024573
-55.5,2.4,-0.5475,0.263547813406101
-55.5,2.4,-0.54,-0.142536058371789
-55.5,2.4,-0.5325,-0.552244420025081
-55.5,2.4,-0.525,-0.937188850425713
-55.5,2.4,-0.5175,-1.27054625577611
-55.5,2.4,-0.51,-1.52888757653729
-55.5,2.4,-0.5025,-1.69372978989351
-55.5,2.4,-0.495,-1.75271183333755
-55.5,2.4,-0.4875,-1.70032660340149
-55.5,2.4,-0.48,-1.53817593575848
-55.5,2.4,-0.4725,-1.27475062897622
-55.5,2.4,-0.465,-0.924770484561337
-55.5,2.4,-0.4575,-0.508033498618501
-55.5,2.4,-0.45,-0.0485241787785793
-55.5,2.4,-0.4425,0.427700378729031
-55.5,2.4,-0.435,0.893775947323689
-55.5,2.4,-0.4275,1.3236800682292
-55.5,2.4,-0.42,1.69369480051926
-55.5,2.4,-0.4125,1.98366738173356
-55.5,2.4,-0.405,2.17800431739801
-55.5,2.4,-0.3975,2.26635588021358
-55.5,2.4,-0.39,2.24397052335242
-55.5,2.4,-0.3825,2.1117206647327
-55.5,2.4,-0.375,1.87582124884126
-55.5,2.4,-0.3675,1.54766746993446
-55.5,2.4,-0.36,1.14153896552033
-55.5,2.4,-0.3525,0.675906745182754
-55.5,2.4,-0.345,0.170973433708194
-55.5,2.4,-0.3375,-0.352037199498403
-55.5,2.4,-0.33,-0.871907412942078
-55.5,2.4,-0.3225,-1.36837401008107
-55.5,2.4,-0.315,-1.82295608326407
-55.5,2.4,-0.3075,-2.21963086113093
-55.5,2.4,-0.3,-2.54533810797281
-55.5,2.4,-0.2925,-2.79030488929986
-55.5,2.4,-0.285,-2.94819300797926
-55.5,2.4,-0.2775,-3.01608050480382
-55.5,2.4,-0.27,-2.99429594126281
-55.5,2.4,-0.2625,-2.88612953764443
-55.5,2.4,-0.255,-2.69744857574222
-55.5,2.4,-0.2475,-2.43624587512274
-55.5,2.4,-0.24,-2.1121498060135
-55.5,2.4,-0.2325,-1.73592248051897
-55.5,2.4,-0.225,-1.31896978668164
-55.5,2.4,-0.2175,-0.872883137579985
-55.5,2.4,-0.21,-0.409028536780144
-55.5,2.4,-0.2025,0.0618058762569338
-55.5,2.4,-0.195,0.52969697054073
-55.5,2.4,-0.1875,0.9858056358457
-55.5,2.4,-0.18,1.42255939403781
-55.5,2.4,-0.1725,1.83351339010599
-55.5,2.4,-0.165,2.2138807226978
-55.5,2.4,-0.1575,2.56006823632086
-55.5,2.4,-0.15,2.86975251282667
-55.5,2.4,-0.1425,3.14178421178146
-55.5,2.4,-0.135,3.37606808738468
-55.5,2.4,-0.1275,3.57342698165979
-55.5,2.4,-0.12,3.7354573117439
-55.5,2.4,-0.1125,3.86438258216214
-55.5,2.4,-0.105,3.96291034841105
-55.5,2.4,-0.0975,4.03409691252995
-55.5,2.4,-0.09,4.0812229081365
-55.5,2.4,-0.0825,4.10768188127937
-55.5,2.4,-0.075,4.11688303032941
-55.5,2.4,-0.0675,4.11216845613906
-55.5,2.4,-0.06,4.09674460476616
-55.5,2.4,-0.0525,4.07362706173113
-55.5,2.4,-0.045,4.04559747424911
-55.5,2.4,-0.0375,4.01517112597591
-55.5,2.4,-0.03,3.98457355382791
-55.5,2.4,-0.0225,3.95572456277068
-55.5,2.4,-0.015,3.93022804591995
-55.5,2.4,-0.0075,3.90936613809543
-55.5,2.4,0,3.89409640648285
-55.5,2.4,0.0075,3.88483253341353
-55.5,2.4,0.015,3.88231266781889
-55.5,2.4,0.0225,3.88630713714136
-55.5,2.4,0.03,3.89647523201976
-55.5,2.4,0.0375,3.91215440745401
-55.5,2.4,0.045,3.93236222496711
-55.5,2.4,0.0525,3.95579941867387
-55.5,2.4,0.06,3.98085490434409
-55.5,2.4,0.0675,4.00561378581922
-55.5,2.4,0.075,4.02786961534905
-55.5,2.4,0.0825,4.04514232275962
-55.5,2.4,0.09,4.05470333052901
-55.5,2.4,0.0975,4.05360940418573
-55.5,2.4,0.105,4.03874673540493
-55.5,2.4,0.1125,4.00688660402733
-55.5,2.4,0.12,3.9547537010507
-55.5,2.4,0.1275,3.87910780563598
-55.5,2.4,0.135,3.7768389871773
-55.5,2.4,0.1425,3.64507584574555
-55.5,2.4,0.15,3.48130551521343
-55.5,2.4,0.1575,3.28350324666998
-55.5,2.4,0.165,3.05026838963805
-55.5,2.4,0.1725,2.78096253146528
-55.5,2.4,0.18,2.47584449018507
-55.5,2.4,0.1875,2.13619584495937
-55.5,2.4,0.195,1.76386970222481
-55.5,2.4,0.2025,1.3635368138667
-55.5,2.4,0.21,0.939615117256911
-55.5,2.4,0.2175,0.498281735384255
-55.5,2.4,0.225,0.0469538522577224
-55.5,2.4,0.2325,-0.40580506788992
-55.5,2.4,0.24,-0.850439667815691
-55.5,2.4,0.2475,-1.27662054928632
-55.5,2.4,0.255,-1.67352561155721
-55.5,2.4,0.2625,-2.03018152503931
-55.5,2.4,0.27,-2.33585819117313
-55.5,2.4,0.2775,-2.58050498048166
-55.5,2.4,0.285,-2.75521343449459
-55.5,2.4,0.2925,-2.85268722278198
-55.5,2.4,0.3,-2.86769675721638
-55.5,2.4,0.3075,-2.797493294369
-55.5,2.4,0.315,-2.64215591526314
-55.5,2.4,0.3225,-2.40484474639247
-55.5,2.4,0.33,-2.09193541258066
-55.5,2.4,0.3375,-1.71301314806873
-55.5,2.4,0.345,-1.28071028995887
-55.5,2.4,0.3525,-0.810377964168087
-55.5,2.4,0.36,-0.319591432592544
-55.5,2.4,0.3675,0.17250156336486
-55.5,2.4,0.375,0.645969562562031
-55.5,2.4,0.3825,1.08063196650681
-55.5,2.4,0.39,1.45850686625866
-55.5,2.4,0.3975,1.76251027960582
-55.5,2.4,0.405,1.97893548918638
-55.5,2.4,0.4125,2.09791110708049
-55.5,2.4,0.42,2.11409035277838
-55.5,2.4,0.4275,2.02713171050651
-55.5,2.4,0.435,1.84192549548183
-55.5,2.4,0.4425,1.56853326703437
-55.5,2.4,0.45,1.22182295435257
-55.5,2.4,0.4575,0.820801213666568
-55.5,2.4,0.465,0.387664818864997
-55.5,2.4,0.4725,-0.053386541607744
-55.5,2.4,0.48,-0.477514338741866
-55.5,2.4,0.4875,-0.860703865431463
-55.5,2.4,0.495,-1.18123494384996
-55.5,2.4,0.5025,-1.42106348674412
-55.5,2.4,0.51,-1.56701668163284
-55.5,2.4,0.5175,-1.61171169109475
-55.5,2.4,0.525,-1.55412208145739
-55.5,2.4,0.5325,-1.39973715814899
-55.5,2.4,0.54,-1.16028586436504
-55.5,2.4,0.5475,-0.853027213034436
-55.5,2.4,0.555,-0.49964124460486
-55.5,2.4,0.5625,-0.124785804000527
-55.5,2.4,0.57,0.245234563382999
-55.5,2.4,0.5775,0.585759952433484
-55.5,2.4,0.585,0.873270400399898
-55.5,2.4,0.5925,1.08862870330731
-55.5,2.4,0.6,1.21807835776986
-55.5,2.4,0.6075,1.25425876647164
-55.5,2.4,0.615,1.19675194915737
-55.5,2.4,0.6225,1.05210808483468
-55.5,2.4,0.63,0.833337128342565
-55.5,2.4,0.6375,0.558896260928739
-55.5,2.4,0.645,0.251244565149696
-55.5,2.4,0.6525,-0.0649265277498066
-55.5,2.4,0.66,-0.364649157547912
-55.5,2.4,0.6675,-0.624664837272095
-55.5,2.4,0.675,-0.825277744272866
-55.5,2.4,0.6825,-0.95192089778798
-55.5,2.4,0.69,-0.996301914832446
-55.5,2.4,0.6975,-0.957028414772798
-55.5,2.4,0.705,-0.839656040775008
-55.5,2.4,0.7125,-0.656150958294274
-55.5,2.4,0.72,-0.423809377787225
-55.5,2.4,0.7275,-0.16372462134037
-55.5,2.4,0.735,0.101066899470668
-55.5,2.4,0.7425,0.347599597734922
-55.5,2.4,0.75,0.554975499517628
-54.75,2.4,-0.75,0.877650066608165
-54.75,2.4,-0.7425,0.805377047862916
-54.75,2.4,-0.735,0.655419489499595
-54.75,2.4,-0.7275,0.439428259542621
-54.75,2.4,-0.72,0.175347182502359
-54.75,2.4,-0.7125,-0.114135814096491
-54.75,2.4,-0.705,-0.403577924052858
-54.75,2.4,-0.6975,-0.667030186763839
-54.75,2.4,-0.69,-0.880342687682947
-54.75,2.4,-0.6825,-1.0233198997807
-54.75,2.4,-0.675,-1.08153527343814
-54.75,2.4,-0.6675,-1.04764656006943
-54.75,2.4,-0.66,-0.922099342696353
-54.75,2.4,-0.6525,-0.712757669991013
-54.75,2.4,-0.645,-0.435918420355999
-54.75,2.4,-0.6375,-0.11258178868435
-54.75,2.4,-0.63,0.231644855319305
-54.75,2.4,-0.6225,0.569032484352132
-54.75,2.4,-0.615,0.871983527903958
-54.75,2.4,-0.6075,1.1152653864087
-54.75,2.4,-0.6,1.27804169921285
-54.75,2.4,-0.5925,1.34553944052409
-54.75,2.4,-0.585,1.31022349877211
-54.75,2.4,-0.5775,1.17239351952857
-54.75,2.4,-0.57,0.940166473558735
-54.75,2.4,-0.5625,0.628858374224555
-54.75,2.4,-0.555,0.25946008195564
-54.75,2.4,-0.5475,-0.141391433479797
-54.75,2.4,-0.54,-0.545817270915829
-54.75,2.4,-0.5325,-0.925016192459789
-54.75,2.4,-0.525,-1.25177498140849
-54.75,2.4,-0.5175,-1.5023775809136
-54.75,2.4,-0.51,-1.65822780747269
-54.75,2.4,-0.5025,-1.70707807768499
-54.75,2.4,-0.495,-1.64379002997931
-54.75,2.4,-0.4875,-1.47059016580537
-54.75,2.4,-0.48,-1.1968215952202
-54.75,2.4,-0.4725,-0.838228720969619
-54.75,2.4,-0.465,-0.41584268125355
-54.75,2.4,-0.4575,0.0455952766782375
-54.75,2.4,-0.45,0.518633166536685
-54.75,2.4,-0.4425,0.975718799364879
-54.75,2.4,-0.435,1.39030868865727
-54.75,2.4,-0.4275,1.73853177284934
-54.75,2.4,-0.42,2.00049978761021
-54.75,2.4,-0.4125,2.16132255473372
-54.75,2.4,-0.405,2.21178299517185
-54.75,2.4,-0.3975,2.14865159753703
-54.75,2.4,-0.39,1.97464433140623
-54.75,2.4,-0.3825,1.69804997417367
-54.75,2.4,-0.375,1.3320712274965
-54.75,2.4,-0.3675,0.89429576257149
-54.75,2.4,-0.36,0.404209555920515
-54.75,2.4,-0.3525,-0.115788464551986
-54.75,2.4,-0.345,-0.642958531004148
-54.75,2.4,-0.3375,-1.1549857859301
-54.75,2.4,-0.33,-1.63098990602681
-54.75,2.4,-0.3225,-2.05238804501655
-54.75,2.4,-0.315,-2.4035788379683
-54.75,2.4,-0.3075,-2.67242848563885
-54.75,2.4,-0.3,-2.85055285221487
-54.75,2.4,-0.2925,-2.93340130143231
-54.75,2.4,-0.285,-2.92015807323868
-54.75,2.4,-0.2775,-2.81348496350116
-54.75,2.4,-0.27,-2.6191347006672
-54.75,2.4,-0.2625,-2.34546768187169
-54.75,2.4,-0.255,-2.00290575800955
-54.75,2.4,-0.2475,-1.60335578854009
-54.75,2.4,-0.24,-1.15963305782781
-54.75,2.4,-0.2325,-0.684910745312713
-54.75,2.4,-0.225,-0.19221688161353
-54.75,2.4,-0.2175,0.306004998010681
-54.75,2.4,-0.21,0.798260606475811
-54.75,2.4,-0.2025,1.27428926308113
-54.75,2.4,-0.195,1.72526668181967
-54.75,2.4,-0.1875,2.1439289887992
-54.75,2.4,-0.18,2.52440818457457
-54.75,2.4,-0.1725,2.86299486447345
-54.75,2.4,-0.165,3.15704792066692
-54.75,2.4,-0.1575,3.40546550243374
-54.75,2.4,-0.15,3.60842217878593
-54.75,2.4,-0.1425,3.76720356902294
-54.75,2.4,-0.135,3.8840288361897
-54.75,2.4,-0.1275,3.96186967259124
-54.75,2.4,-0.12,4.00427305608104
-54.75,2.4,-0.1125,4.01519360931936
-54.75,2.4,-0.105,3.99883994169227
-54.75,2.4,-0.0975,3.95953796775651
-54.75,2.4,-0.09,3.90161293153073
-54.75,2.4,-0.0825,3.82929075985203
-54.75,2.4,-0.075,3.74661844166364
-54.75,2.4,-0.0675,3.65740239116184
-54.75,2.4,-0.06,3.5651631978175
-54.75,2.4,-0.0525,3.47310478364181
-54.75,2.4,-0.045,3.38409576016723
-54.75,2.4,-0.0375,3.30066068355306
-54.75,2.4,-0.03,3.22497892373934
-54.75,2.4,-0.0225,3.15888897070238
-54.75,2.4,-0.015,3.10389617719204
-54.75,2.4,-0.0075,3.06118216482976
-54.75,2.4,0,3.03161438396072
-54.75,2.4,0.0075,3.01562765836318
-54.75,2.4,0.015,3.01373703460604
-54.75,2.4,0.0225,3.02578510356607
-54.75,2.4,0.03,3.0514448521225
-54.75,2.4,0.0375,3.09009310298149
-54.75,2.4,0.045,3.14080607408485
-54.75,2.4,0.0525,3.20235302480824
-54.75,2.4,0.06,3.27318892586416
-54.75,2.4,0.0675,3.35144737791396
-54.75,2.4,0.075,3.43493527364805
-54.75,2.4,0.0825,3.52113094062346
-54.75,2.4,0.09,3.60718770583227
-54.75,2.4,0.0975,3.68994497339842
-54.75,2.4,0.105,3.76594898696175
-54.75,2.4,0.1125,3.83148543913726
-54.75,2.4,0.12,3.88262597166873
-54.75,2.4,0.1275,3.91529036130792
-54.75,2.4,0.135,3.9253257894862
-54.75,2.4,0.1425,3.90860403357434
-54.75,2.4,0.15,3.86113668489922
-54.75,2.4,0.1575,3.77920759296836
-54.75,2.4,0.165,3.65952066659958
-54.75,2.4,0.1725,3.49935995402334
-54.75,2.4,0.18,3.29675761370747
-54.75,2.4,0.1875,3.05066403013287
-54.75,2.4,0.195,2.76079197067088
-54.75,2.4,0.2025,2.42896549162045
-54.75,2.4,0.21,2.0575820059344
-54.75,2.4,0.2175,1.65073899221096
-54.75,2.4,0.225,1.21404990663456
-54.75,2.4,0.2325,0.754645374612184
-54.75,2.4,0.24,0.281112497043562
-54.75,2.4,0.2475,-0.19663515539208
-54.75,2.4,0.255,-0.667561900965276
-54.75,2.4,0.2625,-1.11979056766113
-54.75,2.4,0.27,-1.54095746423364
-54.75,2.4,0.2775,-1.91863539790807
-54.75,2.4,0.285,-2.24081365316472
-54.75,2.4,0.2925,-2.49641891781587
-54.75,2.4,0.3,-2.67585636836666
-54.75,2.4,0.3075,-2.77154585140952
-54.75,2.4,0.315,-2.77842469334227
-54.75,2.4,0.3225,-2.69438651212858
-54.75,2.4,0.33,-2.5206248422808
-54.75,2.4,0.3375,-2.26185171142779
-54.75,2.4,0.345,-1.92636472833669
-54.75,2.4,0.3525,-1.52594184246669
-54.75,2.4,0.36,-1.07555065150371
-54.75,2.4,0.3675,-0.592868737258794
-54.75,2.4,0.375,-0.0976225985460409
-54.75,2.4,0.3825,0.38888239299683
-54.75,2.4,0.39,0.846144313045287
-54.75,2.4,0.3975,1.25335131946469
-54.75,2.4,0.405,1.59188222650618
-54.75,2.4,0.4125,1.84600126259885
-54.75,2.4,0.42,2.003812139953
-54.75,2.4,0.4275,2.05805484577755
-54.75,2.4,0.435,2.0066842914524
-54.75,2.4,0.4425,1.85317889621773
-54.75,2.4,0.45,1.60654062473262
-54.75,2.4,0.4575,1.28096541941574
-54.75,2.4,0.465,0.895183475734802
-54.75,2.4,0.4725,0.47149116959072
-54.75,2.4,0.48,0.0345191529180388
-54.75,2.4,0.4875,-0.390197502632045
-54.75,2.4,0.495,-0.777762963575337
-54.75,2.4,0.5025,-1.10548043789516
-54.75,2.4,0.51,-1.35432317160833
-54.75,2.4,0.5175,-1.51021167543126
-54.75,2.4,0.525,-1.56500007152656
-54.75,2.4,0.5325,-1.51709015550594
-54.75,2.4,0.54,-1.37161467010183
-54.75,2.4,0.5475,-1.1401600834516
-54.75,2.4,0.555,-0.840031967362239
-54.75,2.4,0.5625,-0.493100514521942
-54.75,2.4,0.57,-0.124657858880417
-54.75,2.4,0.5775,0.239819220971791
-54.75,2.4,0.585,0.574275614849823
-54.75,2.4,0.5925,0.85546226987456
-54.75,2.4,0.6,1.06426623148799
-54.75,2.4,0.6075,1.18712820832822
-54.75,2.4,0.615,1.21705361385885
-54.75,2.4,0.6225,1.1541296448634
-54.75,2.4,0.63,1.00549812326059
-54.75,2.4,0.6375,0.784776548255896
-54.75,2.4,0.645,0.510964674936529
-54.75,2.4,0.6525,0.206917188745878
-54.75,2.4,0.66,-0.10249911920128
-54.75,2.4,0.6675,-0.39241634974749
-54.75,2.4,0.675,-0.639980189487502
-54.75,2.4,0.6825,-0.826200367337564
-54.75,2.4,0.69,-0.937479946703993
-54.75,2.4,0.6975,-0.966691485688947
-54.75,2.4,0.705,-0.913705213722024
-54.75,2.4,0.7125,-0.785320672966777
-54.75,2.4,0.72,-0.594604838703879
-54.75,2.4,0.7275,-0.359692030882406
-54.75,2.4,0.735,-0.1021492133139
-54.75,2.4,0.7425,0.1549499694728
-54.75,2.4,0.75,0.389071696406558
-54,2.4,-0.75,0.811646853434855
-54,2.4,-0.7425,0.683945711828865
-54,2.4,-0.735,0.487269702375944
-54,2.4,-0.7275,0.237967087804336
-54,2.4,-0.72,-0.0423937165509686
-54,2.4,-0.7125,-0.328932410954512
-54,2.4,-0.705,-0.595682210411512
